"zone.id","time.standard","gmt.offset","dst","zone.names"
1,"LMT",364,0,"Europe/Andorra"
1,"WET",0,0,"Europe/Andorra"
1,"CET",3600,0,"Europe/Andorra"
1,"CEST",7200,1,"Europe/Andorra"
2,"LMT",13272,0,"Asia/Dubai"
2,"+04",14400,0,"Asia/Dubai"
3,"LMT",16608,0,"Asia/Kabul"
3,"+04",14400,0,"Asia/Kabul"
3,"+0430",16200,0,"Asia/Kabul"
4,"LMT",-14764,0,"America/Antigua"
4,"AST",-14400,0,"America/Antigua"
5,"LMT",-14764,0,"America/Anguilla"
5,"AST",-14400,0,"America/Anguilla"
6,"LMT",4760,0,"Europe/Tirane"
6,"CET",3600,0,"Europe/Tirane"
6,"CEST",7200,1,"Europe/Tirane"
7,"LMT",10680,0,"Asia/Yerevan"
7,"+03",10800,0,"Asia/Yerevan"
7,"+04",14400,0,"Asia/Yerevan"
7,"+05",18000,1,"Asia/Yerevan"
7,"+04",14400,1,"Asia/Yerevan"
8,"LMT",816,0,"Africa/Luanda"
8,"WAT",3600,0,"Africa/Luanda"
9,"LMT",41944,0,"Antarctica/McMurdo"
9,"NZMT",41400,0,"Antarctica/McMurdo"
9,"NZST",45000,1,"Antarctica/McMurdo"
9,"NZST",43200,1,"Antarctica/McMurdo"
9,"NZDT",46800,1,"Antarctica/McMurdo"
9,"NZST",43200,0,"Antarctica/McMurdo"
10,"+08",28800,0,"Antarctica/Casey"
10,"+11",39600,0,"Antarctica/Casey"
11,"+07",25200,0,"Antarctica/Davis"
11,"+05",18000,0,"Antarctica/Davis"
12,"+10",36000,0,"Antarctica/DumontDUrville"
13,"+06",21600,0,"Antarctica/Mawson"
13,"+05",18000,0,"Antarctica/Mawson"
14,"-03",-10800,1,"Antarctica/Palmer"
14,"-04",-14400,0,"Antarctica/Palmer"
14,"-03",-10800,0,"Antarctica/Palmer"
14,"-02",-7200,1,"Antarctica/Palmer"
15,"-03",-10800,0,"Antarctica/Rothera"
16,"+03",10800,0,"Antarctica/Syowa"
17,"+02",7200,1,"Antarctica/Troll"
18,"+06",21600,0,"Antarctica/Vostok"
19,"LMT",-14028,0,"America/Argentina/Buenos_Aires"
19,"CMT",-15408,0,"America/Argentina/Buenos_Aires"
19,"-04",-14400,0,"America/Argentina/Buenos_Aires"
19,"-03",-10800,1,"America/Argentina/Buenos_Aires"
19,"-03",-10800,0,"America/Argentina/Buenos_Aires"
19,"-02",-7200,1,"America/Argentina/Buenos_Aires"
20,"LMT",-15408,0,"America/Argentina/Cordoba"
20,"CMT",-15408,0,"America/Argentina/Cordoba"
20,"-04",-14400,0,"America/Argentina/Cordoba"
20,"-03",-10800,1,"America/Argentina/Cordoba"
20,"-03",-10800,0,"America/Argentina/Cordoba"
20,"-02",-7200,1,"America/Argentina/Cordoba"
21,"LMT",-15700,0,"America/Argentina/Salta"
21,"CMT",-15408,0,"America/Argentina/Salta"
21,"-04",-14400,0,"America/Argentina/Salta"
21,"-03",-10800,1,"America/Argentina/Salta"
21,"-03",-10800,0,"America/Argentina/Salta"
21,"-02",-7200,1,"America/Argentina/Salta"
22,"LMT",-15672,0,"America/Argentina/Jujuy"
22,"CMT",-15408,0,"America/Argentina/Jujuy"
22,"-04",-14400,0,"America/Argentina/Jujuy"
22,"-03",-10800,1,"America/Argentina/Jujuy"
22,"-03",-10800,0,"America/Argentina/Jujuy"
22,"-02",-7200,1,"America/Argentina/Jujuy"
23,"LMT",-15652,0,"America/Argentina/Tucuman"
23,"CMT",-15408,0,"America/Argentina/Tucuman"
23,"-04",-14400,0,"America/Argentina/Tucuman"
23,"-03",-10800,1,"America/Argentina/Tucuman"
23,"-03",-10800,0,"America/Argentina/Tucuman"
23,"-02",-7200,1,"America/Argentina/Tucuman"
24,"LMT",-15788,0,"America/Argentina/Catamarca"
24,"CMT",-15408,0,"America/Argentina/Catamarca"
24,"-04",-14400,0,"America/Argentina/Catamarca"
24,"-03",-10800,1,"America/Argentina/Catamarca"
24,"-03",-10800,0,"America/Argentina/Catamarca"
24,"-02",-7200,1,"America/Argentina/Catamarca"
25,"LMT",-16044,0,"America/Argentina/La_Rioja"
25,"CMT",-15408,0,"America/Argentina/La_Rioja"
25,"-04",-14400,0,"America/Argentina/La_Rioja"
25,"-03",-10800,1,"America/Argentina/La_Rioja"
25,"-03",-10800,0,"America/Argentina/La_Rioja"
25,"-02",-7200,1,"America/Argentina/La_Rioja"
26,"LMT",-16444,0,"America/Argentina/San_Juan"
26,"CMT",-15408,0,"America/Argentina/San_Juan"
26,"-04",-14400,0,"America/Argentina/San_Juan"
26,"-03",-10800,1,"America/Argentina/San_Juan"
26,"-03",-10800,0,"America/Argentina/San_Juan"
26,"-02",-7200,1,"America/Argentina/San_Juan"
27,"LMT",-16516,0,"America/Argentina/Mendoza"
27,"CMT",-15408,0,"America/Argentina/Mendoza"
27,"-04",-14400,0,"America/Argentina/Mendoza"
27,"-03",-10800,1,"America/Argentina/Mendoza"
27,"-03",-10800,0,"America/Argentina/Mendoza"
27,"-02",-7200,1,"America/Argentina/Mendoza"
28,"LMT",-15924,0,"America/Argentina/San_Luis"
28,"CMT",-15408,0,"America/Argentina/San_Luis"
28,"-04",-14400,0,"America/Argentina/San_Luis"
28,"-03",-10800,1,"America/Argentina/San_Luis"
28,"-03",-10800,0,"America/Argentina/San_Luis"
28,"-02",-7200,1,"America/Argentina/San_Luis"
29,"LMT",-16612,0,"America/Argentina/Rio_Gallegos"
29,"CMT",-15408,0,"America/Argentina/Rio_Gallegos"
29,"-04",-14400,0,"America/Argentina/Rio_Gallegos"
29,"-03",-10800,1,"America/Argentina/Rio_Gallegos"
29,"-03",-10800,0,"America/Argentina/Rio_Gallegos"
29,"-02",-7200,1,"America/Argentina/Rio_Gallegos"
30,"LMT",-16392,0,"America/Argentina/Ushuaia"
30,"CMT",-15408,0,"America/Argentina/Ushuaia"
30,"-04",-14400,0,"America/Argentina/Ushuaia"
30,"-03",-10800,1,"America/Argentina/Ushuaia"
30,"-03",-10800,0,"America/Argentina/Ushuaia"
30,"-02",-7200,1,"America/Argentina/Ushuaia"
31,"LMT",45432,0,"Pacific/Pago_Pago"
31,"LMT",-40968,0,"Pacific/Pago_Pago"
31,"SST",-39600,0,"Pacific/Pago_Pago"
32,"LMT",3921,0,"Europe/Vienna"
32,"CET",3600,0,"Europe/Vienna"
32,"CEST",7200,1,"Europe/Vienna"
33,"LMT",38180,0,"Australia/Lord_Howe"
33,"AEST",36000,0,"Australia/Lord_Howe"
33,"+1030",37800,0,"Australia/Lord_Howe"
33,"+1130",41400,1,"Australia/Lord_Howe"
33,"+11",39600,1,"Australia/Lord_Howe"
34,"AEST",36000,0,"Antarctica/Macquarie"
34,"AEDT",39600,1,"Antarctica/Macquarie"
34,"+11",39600,0,"Antarctica/Macquarie"
35,"LMT",35356,0,"Australia/Hobart"
35,"AEST",36000,0,"Australia/Hobart"
35,"AEDT",39600,1,"Australia/Hobart"
36,"LMT",34528,0,"Australia/Currie"
36,"AEST",36000,0,"Australia/Currie"
36,"AEDT",39600,1,"Australia/Currie"
37,"LMT",34792,0,"Australia/Melbourne"
37,"AEST",36000,0,"Australia/Melbourne"
37,"AEDT",39600,1,"Australia/Melbourne"
38,"LMT",36292,0,"Australia/Sydney"
38,"AEST",36000,0,"Australia/Sydney"
38,"AEDT",39600,1,"Australia/Sydney"
39,"LMT",33948,0,"Australia/Broken_Hill"
39,"AEST",36000,0,"Australia/Broken_Hill"
39,"ACST",32400,0,"Australia/Broken_Hill"
39,"ACST",34200,0,"Australia/Broken_Hill"
39,"ACDT",37800,1,"Australia/Broken_Hill"
40,"LMT",36728,0,"Australia/Brisbane"
40,"AEST",36000,0,"Australia/Brisbane"
40,"AEDT",39600,1,"Australia/Brisbane"
41,"LMT",35756,0,"Australia/Lindeman"
41,"AEST",36000,0,"Australia/Lindeman"
41,"AEDT",39600,1,"Australia/Lindeman"
42,"LMT",33260,0,"Australia/Adelaide"
42,"ACST",32400,0,"Australia/Adelaide"
42,"ACST",34200,0,"Australia/Adelaide"
42,"ACDT",37800,1,"Australia/Adelaide"
43,"LMT",31400,0,"Australia/Darwin"
43,"ACST",32400,0,"Australia/Darwin"
43,"ACST",34200,0,"Australia/Darwin"
43,"ACDT",37800,1,"Australia/Darwin"
44,"LMT",27804,0,"Australia/Perth"
44,"AWST",28800,0,"Australia/Perth"
44,"AWDT",32400,1,"Australia/Perth"
45,"LMT",30928,0,"Australia/Eucla"
45,"+0845",31500,0,"Australia/Eucla"
45,"+0945",35100,1,"Australia/Eucla"
46,"LMT",-16547,0,"America/Aruba"
46,"-0430",-16200,0,"America/Aruba"
46,"AST",-14400,0,"America/Aruba"
47,"LMT",5989,0,"Europe/Mariehamn"
47,"HMT",5989,0,"Europe/Mariehamn"
47,"EET",7200,0,"Europe/Mariehamn"
47,"EEST",10800,1,"Europe/Mariehamn"
48,"LMT",11964,0,"Asia/Baku"
48,"+03",10800,0,"Asia/Baku"
48,"+04",14400,0,"Asia/Baku"
48,"+05",18000,1,"Asia/Baku"
48,"+04",14400,1,"Asia/Baku"
49,"LMT",4920,0,"Europe/Sarajevo"
49,"CET",3600,0,"Europe/Sarajevo"
49,"CEST",7200,1,"Europe/Sarajevo"
50,"LMT",-14309,0,"America/Barbados"
50,"BMT",-14309,0,"America/Barbados"
50,"AST",-14400,0,"America/Barbados"
50,"ADT",-10800,1,"America/Barbados"
51,"LMT",21700,0,"Asia/Dhaka"
51,"HMT",21200,0,"Asia/Dhaka"
51,"+0630",23400,0,"Asia/Dhaka"
51,"+0530",19800,0,"Asia/Dhaka"
51,"+06",21600,0,"Asia/Dhaka"
51,"+07",25200,1,"Asia/Dhaka"
52,"LMT",1050,0,"Europe/Brussels"
52,"BMT",1050,0,"Europe/Brussels"
52,"WET",0,0,"Europe/Brussels"
52,"CET",3600,0,"Europe/Brussels"
52,"CEST",7200,1,"Europe/Brussels"
52,"WEST",3600,1,"Europe/Brussels"
53,"LMT",-968,0,"Africa/Ouagadougou"
53,"GMT",0,0,"Africa/Ouagadougou"
54,"LMT",5596,0,"Europe/Sofia"
54,"IMT",7016,0,"Europe/Sofia"
54,"EET",7200,0,"Europe/Sofia"
54,"CET",3600,0,"Europe/Sofia"
54,"CEST",7200,1,"Europe/Sofia"
54,"EEST",10800,1,"Europe/Sofia"
55,"LMT",12368,0,"Asia/Bahrain"
55,"+04",14400,0,"Asia/Bahrain"
55,"+03",10800,0,"Asia/Bahrain"
56,"LMT",7820,0,"Africa/Bujumbura"
56,"CAT",7200,0,"Africa/Bujumbura"
57,"LMT",816,0,"Africa/Porto-Novo"
57,"WAT",3600,0,"Africa/Porto-Novo"
58,"LMT",-14764,0,"America/St_Barthelemy"
58,"AST",-14400,0,"America/St_Barthelemy"
59,"LMT",-15558,0,"Atlantic/Bermuda"
59,"AST",-14400,0,"Atlantic/Bermuda"
59,"ADT",-10800,1,"Atlantic/Bermuda"
60,"LMT",27580,0,"Asia/Brunei"
60,"+0730",27000,0,"Asia/Brunei"
60,"+08",28800,0,"Asia/Brunei"
61,"LMT",-16356,0,"America/La_Paz"
61,"CMT",-16356,0,"America/La_Paz"
61,"BOST",-12756,1,"America/La_Paz"
61,"-04",-14400,0,"America/La_Paz"
62,"LMT",-16547,0,"America/Kralendijk"
62,"-0430",-16200,0,"America/Kralendijk"
62,"AST",-14400,0,"America/Kralendijk"
63,"LMT",-7780,0,"America/Noronha"
63,"-02",-7200,0,"America/Noronha"
63,"-01",-3600,1,"America/Noronha"
64,"LMT",-11636,0,"America/Belem"
64,"-03",-10800,0,"America/Belem"
64,"-02",-7200,1,"America/Belem"
65,"LMT",-9240,0,"America/Fortaleza"
65,"-03",-10800,0,"America/Fortaleza"
65,"-02",-7200,1,"America/Fortaleza"
66,"LMT",-8376,0,"America/Recife"
66,"-03",-10800,0,"America/Recife"
66,"-02",-7200,1,"America/Recife"
67,"LMT",-11568,0,"America/Araguaina"
67,"-03",-10800,0,"America/Araguaina"
67,"-02",-7200,1,"America/Araguaina"
68,"LMT",-8572,0,"America/Maceio"
68,"-03",-10800,0,"America/Maceio"
68,"-02",-7200,1,"America/Maceio"
69,"LMT",-9244,0,"America/Bahia"
69,"-03",-10800,0,"America/Bahia"
69,"-02",-7200,1,"America/Bahia"
70,"LMT",-11188,0,"America/Sao_Paulo"
70,"-03",-10800,0,"America/Sao_Paulo"
70,"-02",-7200,1,"America/Sao_Paulo"
71,"LMT",-13108,0,"America/Campo_Grande"
71,"-04",-14400,0,"America/Campo_Grande"
71,"-03",-10800,1,"America/Campo_Grande"
72,"LMT",-13460,0,"America/Cuiaba"
72,"-04",-14400,0,"America/Cuiaba"
72,"-03",-10800,1,"America/Cuiaba"
73,"LMT",-13128,0,"America/Santarem"
73,"-04",-14400,0,"America/Santarem"
73,"-03",-10800,1,"America/Santarem"
73,"-03",-10800,0,"America/Santarem"
74,"LMT",-15336,0,"America/Porto_Velho"
74,"-04",-14400,0,"America/Porto_Velho"
74,"-03",-10800,1,"America/Porto_Velho"
75,"LMT",-14560,0,"America/Boa_Vista"
75,"-04",-14400,0,"America/Boa_Vista"
75,"-03",-10800,1,"America/Boa_Vista"
76,"LMT",-14404,0,"America/Manaus"
76,"-04",-14400,0,"America/Manaus"
76,"-03",-10800,1,"America/Manaus"
77,"LMT",-16768,0,"America/Eirunepe"
77,"-05",-18000,0,"America/Eirunepe"
77,"-04",-14400,1,"America/Eirunepe"
77,"-04",-14400,0,"America/Eirunepe"
78,"LMT",-16272,0,"America/Rio_Branco"
78,"-05",-18000,0,"America/Rio_Branco"
78,"-04",-14400,1,"America/Rio_Branco"
78,"-04",-14400,0,"America/Rio_Branco"
79,"LMT",-18570,0,"America/Nassau"
79,"EST",-18000,0,"America/Nassau"
79,"EDT",-14400,1,"America/Nassau"
80,"LMT",21516,0,"Asia/Thimphu"
80,"+0530",19800,0,"Asia/Thimphu"
80,"+06",21600,0,"Asia/Thimphu"
81,"LMT",7820,0,"Africa/Gaborone"
81,"CAT",7200,0,"Africa/Gaborone"
82,"LMT",6616,0,"Europe/Minsk"
82,"MMT",6600,0,"Europe/Minsk"
82,"EET",7200,0,"Europe/Minsk"
82,"MSK",10800,0,"Europe/Minsk"
82,"CEST",7200,1,"Europe/Minsk"
82,"CET",3600,0,"Europe/Minsk"
82,"MSD",14400,1,"Europe/Minsk"
82,"EEST",10800,1,"Europe/Minsk"
82,"+03",10800,0,"Europe/Minsk"
83,"LMT",-21168,0,"America/Belize"
83,"CST",-21600,0,"America/Belize"
83,"-0530",-19800,1,"America/Belize"
83,"CDT",-18000,1,"America/Belize"
84,"LMT",-12652,0,"America/St_Johns"
84,"NST",-12652,0,"America/St_Johns"
84,"NDT",-9052,1,"America/St_Johns"
84,"NST",-12600,0,"America/St_Johns"
84,"NDT",-9000,1,"America/St_Johns"
84,"NWT",-9000,1,"America/St_Johns"
84,"NPT",-9000,1,"America/St_Johns"
84,"NDDT",-5400,1,"America/St_Johns"
85,"LMT",-15264,0,"America/Halifax"
85,"AST",-14400,0,"America/Halifax"
85,"ADT",-10800,1,"America/Halifax"
85,"AWT",-10800,1,"America/Halifax"
85,"APT",-10800,1,"America/Halifax"
86,"LMT",-14388,0,"America/Glace_Bay"
86,"AST",-14400,0,"America/Glace_Bay"
86,"ADT",-10800,1,"America/Glace_Bay"
86,"AWT",-10800,1,"America/Glace_Bay"
86,"APT",-10800,1,"America/Glace_Bay"
87,"LMT",-15548,0,"America/Moncton"
87,"EST",-18000,0,"America/Moncton"
87,"AST",-14400,0,"America/Moncton"
87,"ADT",-10800,1,"America/Moncton"
87,"AWT",-10800,1,"America/Moncton"
87,"APT",-10800,1,"America/Moncton"
88,"LMT",-14500,0,"America/Goose_Bay"
88,"NST",-12652,0,"America/Goose_Bay"
88,"NDT",-9052,1,"America/Goose_Bay"
88,"NST",-12600,0,"America/Goose_Bay"
88,"NDT",-9000,1,"America/Goose_Bay"
88,"NWT",-9000,1,"America/Goose_Bay"
88,"NPT",-9000,1,"America/Goose_Bay"
88,"AST",-14400,0,"America/Goose_Bay"
88,"ADT",-10800,1,"America/Goose_Bay"
88,"ADDT",-7200,1,"America/Goose_Bay"
89,"LMT",-13708,0,"America/Blanc-Sablon"
89,"AST",-14400,0,"America/Blanc-Sablon"
89,"ADT",-10800,1,"America/Blanc-Sablon"
89,"AWT",-10800,1,"America/Blanc-Sablon"
89,"APT",-10800,1,"America/Blanc-Sablon"
90,"LMT",-19052,0,"America/Toronto"
90,"EST",-18000,0,"America/Toronto"
90,"EDT",-14400,1,"America/Toronto"
90,"EWT",-14400,1,"America/Toronto"
90,"EPT",-14400,1,"America/Toronto"
91,"LMT",-21184,0,"America/Nipigon"
91,"EST",-18000,0,"America/Nipigon"
91,"EDT",-14400,1,"America/Nipigon"
91,"EWT",-14400,1,"America/Nipigon"
91,"EPT",-14400,1,"America/Nipigon"
92,"LMT",-21420,0,"America/Thunder_Bay"
92,"CST",-21600,0,"America/Thunder_Bay"
92,"EST",-18000,0,"America/Thunder_Bay"
92,"EWT",-14400,1,"America/Thunder_Bay"
92,"EPT",-14400,1,"America/Thunder_Bay"
92,"EDT",-14400,1,"America/Thunder_Bay"
93,"EWT",-14400,1,"America/Iqaluit"
93,"EPT",-14400,1,"America/Iqaluit"
93,"EST",-18000,0,"America/Iqaluit"
93,"EDDT",-10800,1,"America/Iqaluit"
93,"EDT",-14400,1,"America/Iqaluit"
93,"CST",-21600,0,"America/Iqaluit"
93,"CDT",-18000,1,"America/Iqaluit"
94,"AST",-14400,0,"America/Pangnirtung"
94,"AWT",-10800,1,"America/Pangnirtung"
94,"APT",-10800,1,"America/Pangnirtung"
94,"ADDT",-7200,1,"America/Pangnirtung"
94,"ADT",-10800,1,"America/Pangnirtung"
94,"EDT",-14400,1,"America/Pangnirtung"
94,"EST",-18000,0,"America/Pangnirtung"
94,"CST",-21600,0,"America/Pangnirtung"
94,"CDT",-18000,1,"America/Pangnirtung"
95,"LMT",-21988,0,"America/Atikokan"
95,"CST",-21600,0,"America/Atikokan"
95,"CDT",-18000,1,"America/Atikokan"
95,"CWT",-18000,1,"America/Atikokan"
95,"CPT",-18000,1,"America/Atikokan"
95,"EST",-18000,0,"America/Atikokan"
96,"LMT",-23316,0,"America/Winnipeg"
96,"CST",-21600,0,"America/Winnipeg"
96,"CDT",-18000,1,"America/Winnipeg"
96,"CWT",-18000,1,"America/Winnipeg"
96,"CPT",-18000,1,"America/Winnipeg"
97,"LMT",-22696,0,"America/Rainy_River"
97,"CST",-21600,0,"America/Rainy_River"
97,"CDT",-18000,1,"America/Rainy_River"
97,"CWT",-18000,1,"America/Rainy_River"
97,"CPT",-18000,1,"America/Rainy_River"
98,"CST",-21600,0,"America/Resolute"
98,"CDDT",-14400,1,"America/Resolute"
98,"CDT",-18000,1,"America/Resolute"
98,"EST",-18000,0,"America/Resolute"
99,"CST",-21600,0,"America/Rankin_Inlet"
99,"CDDT",-14400,1,"America/Rankin_Inlet"
99,"CDT",-18000,1,"America/Rankin_Inlet"
99,"EST",-18000,0,"America/Rankin_Inlet"
100,"LMT",-25116,0,"America/Regina"
100,"MST",-25200,0,"America/Regina"
100,"MDT",-21600,1,"America/Regina"
100,"MWT",-21600,1,"America/Regina"
100,"MPT",-21600,1,"America/Regina"
100,"CST",-21600,0,"America/Regina"
101,"LMT",-25880,0,"America/Swift_Current"
101,"MST",-25200,0,"America/Swift_Current"
101,"MDT",-21600,1,"America/Swift_Current"
101,"MWT",-21600,1,"America/Swift_Current"
101,"MPT",-21600,1,"America/Swift_Current"
101,"CST",-21600,0,"America/Swift_Current"
102,"LMT",-27232,0,"America/Edmonton"
102,"MST",-25200,0,"America/Edmonton"
102,"MDT",-21600,1,"America/Edmonton"
102,"MWT",-21600,1,"America/Edmonton"
102,"MPT",-21600,1,"America/Edmonton"
103,"MST",-25200,0,"America/Cambridge_Bay"
103,"MWT",-21600,1,"America/Cambridge_Bay"
103,"MPT",-21600,1,"America/Cambridge_Bay"
103,"MDDT",-18000,1,"America/Cambridge_Bay"
103,"MDT",-21600,1,"America/Cambridge_Bay"
103,"CST",-21600,0,"America/Cambridge_Bay"
103,"CDT",-18000,1,"America/Cambridge_Bay"
103,"EST",-18000,0,"America/Cambridge_Bay"
104,"MST",-25200,0,"America/Yellowknife"
104,"MWT",-21600,1,"America/Yellowknife"
104,"MPT",-21600,1,"America/Yellowknife"
104,"MDDT",-18000,1,"America/Yellowknife"
104,"MDT",-21600,1,"America/Yellowknife"
105,"PST",-28800,0,"America/Inuvik"
105,"PDDT",-21600,1,"America/Inuvik"
105,"MST",-25200,0,"America/Inuvik"
105,"MDT",-21600,1,"America/Inuvik"
106,"LMT",-27964,0,"America/Creston"
106,"MST",-25200,0,"America/Creston"
106,"PST",-28800,0,"America/Creston"
107,"LMT",-28856,0,"America/Dawson_Creek"
107,"PST",-28800,0,"America/Dawson_Creek"
107,"PDT",-25200,1,"America/Dawson_Creek"
107,"PWT",-25200,1,"America/Dawson_Creek"
107,"PPT",-25200,1,"America/Dawson_Creek"
107,"MST",-25200,0,"America/Dawson_Creek"
